"age","job","marital","education","default","balance","housing","loan","contact","y","price"
26,"blue-collar","married","secondary","no",800,"yes","no","unknown","no",12
46,"management","married","tertiary","no",1217,"yes","no","","no",85
45,"services","married","secondary","no",9077,"yes","no","unknown","no",51
50,"entrepreneur","married","primary","no",461,"yes","no","unknown","ye",69
42,"blue-collar","married","secondary","no",597,"yes","no","unknown","no",29
39,"management","married","tertiary","no",9,"yes","no","unknown","no",23
47,"services","married","unknown","no",7864,"yes","no","unknown","no",101
60,"retired","married","tertiary","no",1224,"yes","no","unknown","no",41
49,"blue-collar","single","primary","no",2623,"yes","no","unknown","no",74
40,"entrepreneur","married","primary","no",3676,"yes","yes","unknown","no",74
45,"blue-collar","married","secondary","no",953,"yes","no","unknown","no",6
40,"blue-collar","married","primary","no",1061,"yes","no","unknown","no",69
60,"","divorced","secondary","no",3020,"yes","no","unknown","no",61
42,"blue-collar","married","primary","no",3405,"yes","no","unknown","no",58
60,"retired","married","secondary","no",0,"yes","no","unknown","no",36
60,"retired","married","secondary","no",-208,"yes","no","unknown","no",8
41,"blue-collar","married","primary","no",849,"yes","no","unknown","no",24
60,"blue-collar","married","primary","no",3820,"no","no","unknown","no",73
23,"technician","single","secondary","no",76,"yes","no","unknown","no",29
46,"blue-collar","married","primary","no",346,"yes","no","unknown","no",49
44,"","married","secondary","no",-22,"yes","no","unknown","no",52
29,"blue-collar","single","secondary","no",874,"yes","no","unknown","no",33
34,"","married","secondary","no",298,"yes","no","unknown","no",37
59,"","married","secondary","no",7475,"no","no","unknown","no",103
50,"management","married","tertiary","no",101,"yes","no","unknown","no",37
60,"admin.","married","unknown","no",2667,"yes","no","unknown","no",69
49,"blue-collar","married","secondary","no",2219,"yes","no","unknown","no",47
55,"","","primary","no",158,"yes","no","unknown","no",75
54,"blue-collar","married","primary","no",2933,"yes","no","unknown","no",64
42,"blue-collar","married","primary","no",-181,"yes","no","unknown","no",67
60,"blue-collar","married","","no",5788,"yes","no","unknown","no",82
47,"services","married","secondary","no",2796,"yes","no","unknown","no",37
41,"management","married","secondary","no",6526,"no","no","unknown","no",68
47,"admin.","single","","no",1192,"yes","no","unknown","no",79
41,"technician","married","secondary","no",665,"","no","unknown","no",29
57,"retired","married","secondary","no",703,"yes","no","unknown","no",30
53,"management","married","tertiary","no",4928,"yes","no","unknown","no",80
44,"blue-collar","married","secondary","no",1786,"","no","unknown","no",42
35,"entrepreneur","single","tertiary","no",-68,"yes","yes","unknown","no",93
41,"","married","tertiary","no",38,"yes","no","unknown","no",60
28,"student","single","secondary","no",0,"yes","no","unknown","no",73
55,"admin.","married","secondary","no",1105,"yes","yes","unknown","no",67
55,"admin.","married","secondary","no",9039,"yes","no","unknown","no",63
40,"services","married","primary","no",-9,"yes","no","unknown","ye",68
35,"management","married","tertiary","no",6,"yes","yes","unknown","no",54
58,"","divorced","tertiary","no",577,"no","no","unknown","no",78
25,"management","single","tertiary","no",6,"yes","yes","unknown","no",103
43,"technician","married","secondary","",78,"yes","no","unknown","no",34
29,"services","single","secondary","no",20,"yes","no","unknown","no",41
46,"blue-collar","single","primary","no",87,"no","no","unknown","no",103
41,"admin.","","primary","no",-306,"yes","no","unknown","ye",66
60,"retired","married","unknown","no",79,"yes","no","unknown","no",55
47,"blue-collar","","primary","no",0,"yes","no","unknown","no",47
60,"retired","married","","no",751,"yes","no","unknown","no",57
33,"blue-collar","married","primary","no",0,"yes","no","unknown","no",46
34,"admin.","single","secondary","no",1704,"yes","no","unknown","no",69
57,"admin.","married","unknown","no",0,"yes","no","unknown","no",41
42,"","married","unknown","no",8,"yes","no","unknown","no",58
47,"blue-collar","married","secondary","no",39,"yes","no","unknown","no",25
33,"technician","divorced","","no",20,"yes","no","unknown","no",40
43,"technician","single","secondary","no",293,"yes","no","unknown","no",51
40,"management","single","tertiary","no",157,"yes","no","unknown","no",54
35,"blue-collar","single","secondary","no",487,"yes","no","unknown","no",34
26,"technician","single","tertiary","no",192,"yes","no","unknown","no",76
53,"blue-collar","married","secondary","no",136,"","no","unknown","no",29
55,"blue-collar","married","secondary","no",1328,"yes","no","unknown","no",47
46,"management","married","tertiary","no",1038,"yes","yes","unknown","no",99
24,"","married","secondary","no",51,"yes","yes","unknown","no",63
47,"blue-collar","married","secondary","",3008,"yes","yes","unknown","no",67
41,"","married","secondary","yes",-204,"yes","no","unknown","no",61
55,"services","divorced","primary","no",2923,"yes","no","unknown","no",72
32,"blue-collar","married","secondary","no",231,"yes","no","unknown","no",20
30,"technician","married","tertiary","no",-256,"yes","no","unknown","no",70
54,"services","divorced","primary","no",234,"yes","no","unknown","no",34
41,"technician","married","secondary","no",288,"yes","no","unknown","no",15
42,"management","single","tertiary","no",1146,"yes","no","unknown","no",66
43,"blue-collar","married","secondary","no",3060,"yes","no","unknown","no",30
54,"admin.","married","unknown","no",907,"yes","no","unknown","no",27
56,"management","married","tertiary","no",334,"yes","no","unknown","no",37
54,"self-employe","divorced","secondary","no",1374,"yes","no","unknown","no",47
30,"","married","primary","no",124,"yes","no","unknown","no",53
53,"retired","married","tertiary","no",74,"yes","no","unknown","no",32
45,"management","married","tertiary","no",1363,"yes","no","unknown","no",89
41,"blue-collar","married","secondary","no",680,"yes","no","unknown","no",12
28,"blue-collar","married","secondary","no",86,"yes","yes","unknown","no",50
58,"admin.","divorced","secondary","no",1713,"no","no","unknown","no",80
57,"services","married","primary","no",3990,"yes","no","unknown","no",78
54,"admin.","married","unknown","no",3965,"yes","no","unknown","no",66
39,"","divorced","secondary","no",193,"yes","no","unknown","no",24
44,"management","married","tertiary","",6060,"yes","no","unknown","no",78
60,"services","married","unknown","no",132,"yes","no","unknown","no",52
42,"","married","tertiary","no",1323,"yes","yes","unknown","no",95
47,"","married","secondary","no",3237,"yes","no","unknown","no",40
41,"entrepreneur","divorced","tertiary","no",252,"no","no","unknown","no",70
46,"blue-collar","married","secondary","no",84,"","no","unknown","no",32
34,"management","single","tertiary","no",0,"yes","no","unknown","no",70
48,"services","single","primary","no",848,"yes","no","unknown","no",50
57,"","married","secondary","no",84,"yes","no","unknown","no",37
54,"blue-collar","divorced","primary","no",190,"yes","no","unknown","no",43
30,"technician","married","secondary","no",1534,"yes","yes","unknown","no",60
41,"management","single","tertiary","no",1278,"yes","no","unknown","no",105
46,"blue-collar","married","primary","no",252,"yes","no","unknown","no",38
35,"blue-collar","single","primary","no",1215,"yes","no","unknown","no",80
28,"blue-collar","single","primary","no",-457,"yes","no","unknown","no",35
58,"management","divorced","tertiary","no",347,"no","no","unknown","no",78
35,"technician","divorced","tertiary","no",0,"yes","no","unknown","no",59
25,"","single","tertiary","no",468,"yes","no","unknown","no",83
56,"technician","married","secondary","no",28,"yes","no","unknown","no",33
41,"services","single","secondary","no",323,"yes","","unknown","no",55
44,"","married","secondary","no",38,"yes","no","unknown","no",21
36,"unemployed","married","secondary","yes",-318,"yes","no","unknown","no",60
41,"services","married","secondary","",714,"yes","yes","unknown","no",37
58,"self-employe","married","secondary","no",0,"yes","no","unknown","no",30
46,"blue-collar","married","secondary","no",536,"yes","no","unknown","no",30
42,"services","married","secondary","no",11,"yes","no","unknown","no",16
58,"technician","married","unknown","no",49,"yes","no","unknown","no",59
53,"admin.","married","secondary","no",-197,"yes","yes","unknown","no",46
51,"blue-collar","married","secondary","no",1779,"yes","no","unknown","no",32
38,"housemaid","married","","no",1372,"yes","yes","unknown","no",82
54,"blue-collar","married","primary","no",24,"yes","no","unknown","no",48
46,"","single","tertiary","no",1934,"yes","no","unknown","no",119
39,"management","divorced","tertiary","no",9541,"no","no","unknown","no",102
22,"student","single","secondary","no",364,"yes","no","unknown","no",61
47,"admin.","divorced","primary","no",357,"yes","yes","unknown","no",71
34,"services","divorced","secondary","no",202,"yes","no","unknown","no",27
42,"admin.","married","secondary","no",281,"yes","no","unknown","no",8
44,"technician","married","tertiary","no",4580,"yes","","unknown","ye",102
45,"services","married","secondary","no",4060,"yes","no","unknown","no",63
38,"admin.","married","secondary","no",0,"yes","no","unknown","no",28
46,"blue-collar","married","primary","no",1114,"yes","no","unknown","no",67
34,"technician","married","secondary","no",4,"yes","no","unknown","no",7
41,"technician","divorced","secondary","no",536,"yes","no","unknown","no",7
27,"blue-collar","single","primary","no",431,"yes","no","unknown","no",75
56,"unemployed","married","secondary","no",2552,"yes","no","unknown","no",79
43,"management","married","tertiary","no",8016,"yes","no","unknown","no",87
34,"management","married","","yes",-353,"yes","no","unknown","no",57
25,"student","single","secondary","no",1139,"yes","no","unknown","no",95
35,"unemployed","married","primary","no",494,"yes","no","unknown","no",56
46,"entrepreneur","married","unknown","no",557,"yes","yes","unknown","no",62
32,"admin.","single","secondary","no",287,"no","no","unknown","no",73
55,"technician","married","secondary","no",741,"yes","no","unknown","no",23
40,"retired","married","secondary","no",1842,"no","no","unknown","no",74
43,"management","married","tertiary","no",4004,"yes","no","unknown","no",76
41,"entrepreneur","married","tertiary","no",102,"no","no","unknown","no",57
33,"blue-collar","single","primary","no",279,"yes","no","unknown","no",74
32,"management","single","secondary","no",6,"yes","no","unknown","no",54
39,"technician","married","primary","no",644,"yes","no","unknown","no",45
42,"management","divorced","tertiary","no",497,"no","no","unknown","no",84
33,"technician","single","secondary","",402,"yes","yes","unknown","no",62
32,"services","married","secondary","no",401,"yes","no","unknown","no",25
46,"admin.","married","primary","no",31,"yes","no","unknown","no",51
42,"blue-collar","married","secondary","no",-628,"yes","yes","unknown","no",40
39,"admin.","married","secondary","no",598,"yes","no","unknown","no",23
41,"blue-collar","divorced","primary","no",92,"yes","no","unknown","no",46
33,"management","","tertiary","no",-625,"yes","no","unknown","no",50
59,"management","married","tertiary","no",2319,"yes","no","unknown","no",67
48,"entrepreneur","married","tertiary","no",981,"yes","no","unknown","no",35
31,"blue-collar","married","primary","no",605,"yes","no","unknown","no",13
47,"management","divorced","tertiary","no",10399,"yes","no","unknown","no",86
54,"technician","divorced","secondary","no",784,"yes","yes","unknown","no",61
34,"blue-collar","married","primary","no",680,"yes","no","unknown","no",28
